Airport Name,Frequency,Latitude,Longitude
RAF Lossiemouth,11,57.7052001953,-3.3391699791
Christchurch International Airport,11,-43.4893989563,172.5319976807
Paso Robles Municipal Airport,11,35.67290115,-120.6269989
Poplar Hill Airport,11,52.1133,-94.2556
Hayward Executive Airport,11,37.659198761,-122.122001648
Lüliang Airport,11,37.683333,111.142778
Ararat Airport,11,-37.3093986511,142.9889984131
Gustaf III Airport,11,17.9043998718,-62.8436012268
Martin Miguel De Guemes International Airport,11,-24.8560009003,-65.4861984253
Yellowstone Airport,11,44.68840027,-111.1179962
Richard B Russell Airport,11,34.3506011963,-85.1579971313
São Jorge Airport,11,38.6655006409,-28.1758003235
Balkhash Airport,11,46.8932991028,75.0049972534
Poços de Caldas - Embaixador Walther Moreira Salles Airport,11,-21.843000412,-46.5679016113
Yamoussoukro Airport,11,6.9031701088,-5.3655800819
Liuzhou Bailian Airport,11,24.2075,109.390999
Assiut International Airport,11,27.0464992523,31.0119991302
Majeed Bin Abdulaziz Airport,11,26.48,38.1288888889
Jizan Regional Airport,11,16.9011001587,42.5858001709
Whitecourt Airport,11,54.143901825,-115.7870025635
Nanjing Lukou Airport,11,31.7420005798,118.8619995117
Mundo Maya International Airport,11,16.9137992859,-89.8664016724
Biju Patnaik Airport,11,20.2444000244,85.8178024292
Zhaotong Airport,11,27.3255996704,103.7549972534
Miquelon Airport,11,47.095500946,-56.3802986145
Mouilla Ville Airport,11,-1.8451399803,11.0566997528
Bumi Airport,11,-16.8169994354,28.3500003815
Kangirsuk Airport,11,60.0271987915,-69.9991989136
Matane Airport,11,48.8568992615,-67.4533004761
Şırnak Şerafettin Elçi Airport,11,37.3647,42.0582
Langkawi International Airport,11,6.3297300339,99.7286987305
Uzhhorod International Airport,11,48.6343002319,22.2633991241
Sawyer County Airport,11,46.0251998901,-91.4442977905
Lihue Airport,11,21.9759998322,-159.3390045166
LaGrange Callaway Airport,11,33.0089,-85.072601
Tsushima Airport,11,34.2849006653,129.330993652
Japura Airport,11,-0.3528079987,102.3349990845
Jeypore Airport,11,18.8799991608,82.5520019531
Croker Island Airport,11,-11.1649999619,132.483001709
Macaé Airport,11,-22.343000412,-41.7659988403
Santa Fe Municipal Airport,11,35.617099762,-106.088996887
Memmingen Allgau Airport,11,47.9888000488,10.2395000458
Miandrivazo Airport,11,-19.5627994537,45.4508018494
Gillespie Field,11,32.8261985779,-116.9720001221
Palmdale Regional/USAF Plant 42 Airport,11,34.62939835,-118.0849991
Coronel Horácio de Mattos Airport,11,-12.4822998047,-41.2770004272
Vermilion Airport,11,53.3558006287,-110.823997498
Cap Haitien International Airport,11,19.733,-72.194702
Hooker Creek Airport,11,-18.3367004395,130.638000488
Urgench Airport,11,41.5843009949,60.6417007446
Elkhart Municipal Airport,11,41.7193984985,-86.0031967163
New Ishigaki Airport,11,24.396389,124.245
Antsirabe Airport,11,-19.8392214824,47.0637130737
Prefeito Doutor João Silva Filho Airport,11,-2.8937499523,-41.7319984436
Vir Savarkar International Airport,11,11.6412000656,92.7296981812
Colonsay Airstrip,11,56.0574989319,-6.243060112
Kasaba Bay Airport,11,-8.5249996185,30.6630001068
Yantai Laishan Airport,11,37.4016990662,121.3720016479
Herat Airport,11,34.2099990845,62.2282981873
Bokondini Airport,11,-3.6822,138.6755
Băneasa International Airport,11,44.503200531,26.1021003723
Barimunya Airport,11,-22.6739006042,119.1660003662
Sleetmute Airport,11,61.7005004883,-157.166000366
Konarak Airport,11,25.4433002472,60.3820991516
Tan Tan Airport,11,28.4482002258,-11.1612997055
Philip Billard Municipal Airport,11,39.0686988831,-95.6224975586
Libo Airport,11,25.4525,107.961667
Meghauli Airport,11,27.5774,84.22875
Alfonso Bonilla Aragon International Airport,11,3.54322,-76.3816
Ozona Municipal Airport,11,30.7353000641,-101.2030029297
Quelimane Airport,11,-17.8554992676,36.8690986633
Totegegie Airport,11,-23.0799007416,-134.8899993896
Hanamaki Airport,11,39.4286003113,141.1349945068
Toronto/Oshawa Executive Airport,11,43.922798,-78.894997
Changsha Huanghua International Airport,11,28.1891994476,113.220001221
Guernsey Airport,11,49.4350013733,-2.6019699574
San Julian Air Base,11,22.0953006744,-84.1520004272
Gallatin Field,11,45.77750015,-111.1529999
Kzyl-Orda Southwest Airport,11,44.706902,65.592499
Warren Airport,11,-31.7332992554,147.8029937744
Khovd Airport,11,47.9541015625,91.6281967163
Aghajari Airport,11,30.7444,49.6772
Qasigiannguit Heliport,11,68.822815547,-51.1734473705
Domingo Faustino Sarmiento Airport,11,-31.571501,-68.418198
General José María Yáñez International Airport,11,27.9689998627,-110.9250030518
Faisalabad International Airport,11,31.3649997711,72.9947967529
Murray Field,11,40.8033981323,-124.112998962
Sacheon Air Base/Airport,11,35.088591,128.071747
Kongolo Airport,11,-5.39444,26.99
Chernihiv Shestovitsa Airport,11,51.4021987915,31.1583003998
Okushiri Airport,11,42.0717010498,139.432998657
Gobernador Gregores Airport,11,-48.7831,-70.150002
Ust-Maya Airport,11,60.3569984436,134.4349975586
Radom Airport,11,51.3891983032,21.213300705
Toulon-Hyères Airport,11,43.0973014832,6.1460299492
Pimenta Bueno Airport,11,-11.6415996552,-61.1791000366
Penzance Heliport,11,50.128101,-5.51845
Tauranga Airport,11,-37.6719017029,176.1959991455
Lubbock Preston Smith International Airport,11,33.663601,-101.822998
Kalskag Airport,11,61.5363006592,-160.341003418
Whyalla Airport,11,-33.0588989258,137.5140075684
Ziguinchor Airport,11,12.5556,-16.281799
Jasper County Airport-Bell Field,11,30.88570023,-94.03489685
Gratiot Community Airport,11,43.322101593,-84.68800354
St Paul Downtown Holman Field,11,44.9345016479,-93.0599975586
Ganja Airport,11,40.737701416,46.3176002502
Barra del Colorado Airport,11,10.768699646,-83.5856018066
Bekily Airport,11,-24.2356947547,45.3045272827
The Ohio State University Airport - Don Scott Field,11,40.0798,-83.072998
Yam Island Airport,11,-9.9011096954,142.7760009766
Cushing Municipal Airport,11,35.9499015808,-96.7731018066
Surkhet Airport,11,28.586,81.636002
Ketapang(Rahadi Usman) Airport,11,-1.8166400194,109.9629974365
Siguiri Airport,11,11.4329996109,-9.1669998169
Sanya Phoenix International Airport,11,18.3029003143,109.4120025635
Lošinj Island Airport,11,44.5657997131,14.3930997849
Maribor Airport,11,46.4799003601,15.6861000061
Volgodonsk Airport,11,47.6820983887,42.0727996826
Alpena County Regional Airport,11,45.0780983,-83.56030273
San Cristóbal Airport,11,-0.910206,-89.617401
Lajes Airport,11,38.761799,-27.090799
Banja Luka International Airport,11,44.9413986206,17.2975006104
Hornepayne Municipal Airport,11,49.1930999756,-84.7589035034
Kolda North Airport,11,12.8985004425,-14.9680995941
Al Taqaddum Air Base,11,33.3381004334,43.5970993042
Puerto Barrios Airport,11,15.7309,-88.583801
Ramechhap Airport,11,27.3939990997,86.0614013672
Guararapes - Gilberto Freyre International Airport,11,-8.1264896393,-34.9235992432
Vinnytsia/Gavyryshivka Airport,11,49.242531,28.613778
Bauru Airport,11,-22.3449993134,-49.0537986755
Anderson Regional Airport,11,34.4945983887,-82.7093963623
Masvingo International Airport,11,-20.0552997589,30.8591003418
RAF Coningsby,11,53.0929985046,-0.1660140008
Jack Northrop Field Hawthorne Municipal Airport,11,33.922798,-118.334999
Sasereme Airport,11,-7.6217,142.868
Coban Airport,11,15.4689998627,-90.4067001343
Lages Airport,11,-27.7821006775,-50.28150177
Gisborne Airport,11,-38.6632995605,177.9779968262
San Francisco International Airport,11,37.6189994812,-122.375
Kuwait International Airport,11,29.226600647,47.9688987732
Vohimarina Airport,11,-13.3758001328,50.0027999878
Clyde River Airport,11,70.4860992432,-68.5167007446
High Level Airport,11,58.6213989258,-117.1650009155
Keshod Airport,11,21.3171005249,70.270401001
Darwin International Airport,11,-12.4146995544,130.8769989014
Licenciado Miguel de la Madrid Airport,11,19.277,-103.577002
Sehwan Sharif Airport,11,26.4731006622,67.7172012329
Princeton Municipal Airport,11,45.55989838,-93.60820007
Sirri Island Airport,11,25.9088993073,54.5393981934
Afonso Pena Airport,11,-25.5284996033,-49.1758003235
Athen Helenikon Airport,11,37.893299,23.726101
Prince Sultan Air Base,11,24.0627002716,47.5805015564
Cognac-Châteaubernard (BA 709) Air Base,11,45.6582984924,-0.3174999952
Touho Airport,11,-20.7900009155,165.2590026855
Wageningen Airstrip,11,5.841128,-56.673328
Arar Domestic Airport,11,30.9066009521,41.1381988525
Dade Collier Training and Transition Airport,11,25.8617992401,-80.8970031738
St Louis Regional Airport,11,38.8903007507,-90.0459976196
Marina Municipal Airport,11,36.68190002,-121.762001
Milford Sound Airport,11,-44.6733016968,167.9230041504
Dongola Airport,11,19.1539001465,30.4300994873
Kaufana Airport,11,-21.3782997131,-174.957992554
Ministro Victor Konder International Airport,11,-26.879999,-48.651402
Kalmar Airport,11,56.6855010986,16.2875995636
Ouagadougou Airport,11,12.3532,-1.51242
Hermanos Serdán International Airport,11,19.1581001282,-98.3713989258
Darnley Island Airport,11,-9.5833301544,143.766998291
José Joaquín de Olmedo International Airport,11,-2.15741992,-79.8835983276
Farah Airport,11,32.3670005798,62.1829986572
Ponta Pelada Airport,11,-3.1460399628,-59.9863014221
Hultsfred Airport,11,57.525799,15.8233
Tulita Airport,11,64.909697,-125.572998
Zvartnots International Airport,11,40.1473007202,44.3959007263
Manchester Airport,11,53.3536987305,-2.2749500275
St Jean Airport,11,45.2943992615,-73.2810974121
Beaumont Municipal Airport,11,30.0706996918,-94.2157974243
Kwigillingok Airport,11,59.876499,-163.169005
Telêmaco Borba Airport,11,-24.3178005219,-50.651599884
Helgoland-Düne Airport,11,54.1852798462,7.9158329964
Dauphin Barker Airport,11,51.1007995605,-100.0520019531
Tagbilaran Airport,11,9.665442,123.853533
Porter County Municipal Airport,11,41.45399857,-87.00710297
Northern Maine Regional Airport at Presque Isle,11,46.68899918,-68.0447998
Nelson Airport,11,-41.2983016968,173.220993042
Valan Airport,11,71.0096969604,25.9836006165
Chakcharan Airport,11,34.533000946,65.266998291
Adana Airport,11,36.9822006226,35.2803993225
Lefkoniko Airport,11,35.235947,33.724358
Lal Bahadur Shastri Airport,11,25.4524002075,82.8592987061
Salalah Airport,11,17.0387001038,54.0913009644
King Hussein Air College,11,32.3564,36.259201
Bogorodskoye Airport,11,52.38,140.448
Fritzlar Airport,11,51.1146,9.286
Begishevo Airport,11,55.5647010803,52.0924987793
King Salman Abdulaziz Airport,11,24.4499,44.121201
Khon Kaen Airport,11,16.4666004181,102.783996582
Aqaba King Hussein International Airport,11,29.6116008759,35.0181007385
Yokota Air Base,11,35.748500824,139.3480072021
Kavalerovo Airport,11,44.2726,135.029
Húsavík Airport,11,65.952301,-17.426001
Kirkland Lake Airport,11,48.2103004456,-79.9813995361
Sandspit Airport,11,53.2542991638,-131.813995361
General Manuel Carlos Piar International Airport,11,8.2885303497,-62.7603988647
Mammoth Yosemite Airport,11,37.62409973,-118.8379974
Arad International Airport,11,46.1766014099,21.2619991302
Pratt Regional Airport,11,37.70159912,-98.74690247
Twente Airport,11,52.275833,6.889167
LTS Pulau Redang Airport,11,5.7652797699,103.0070037842
Lamidanda Airport,11,27.2530994415,86.6699981689
Yengema Airport,11,8.6104698181,-11.0453996658
Tokyo Haneda International Airport,11,35.552299,139.779999
Utti Air Base,11,60.8964004517,26.9384002686
Kangiqsualujjuaq (Georges River) Airport,11,58.7113990784,-65.9927978516
Silangit Airport,11,2.25973,98.991898
Ottawa / Rockcliffe Airport,11,45.4603004456,-75.6461029053
Mamburao Airport,11,13.2081003189,120.6050033569
Umbu Mehang Kunda Airport,11,-9.66922,120.302002
Dalanzadgad Airport,11,43.5917015076,104.4300003052
Vermilion Regional Airport,11,40.19919968,-87.59590149
Ontario International Airport,11,34.0559997559,-117.6009979248
Mueda Airport,11,-11.6729001999,39.5630989075
Xiamen Gaoqi International Airport,11,24.5440006256,118.1279983521
Hana Airport,11,20.7956008911,-156.0140075684
Beslan Airport,11,43.2051010132,44.6066017151
Buckeye Municipal Airport,11,33.42039871,-112.685997
Greater Kankakee Airport,11,41.0713996887,-87.8462982178
Soekarno-Hatta International Airport,11,-6.1255698204,106.65599823
Kiruna Airport,11,67.8219985962,20.3367996216
Hassan I Airport,11,27.151699,-13.2192
Cairo West Airport,11,30.116399765,30.9153995514
Brampton Island Airport,11,-20.8033008575,149.2700042725
Molokai Airport,11,21.1529006958,-157.095993042
Pingtung North Airport,11,22.7001991272,120.4820022583
Mong Hsat Airport,11,20.5167999268,99.2567977905
Kimbe Airport,11,-5.4621701241,150.4049987793
Syangboche Airport,11,27.8112,86.7124
Leesburg International Airport,11,28.82309914,-81.80870056
"Terre Haute Regional Airport, Hulman Field",11,39.4515,-87.307602
Olenyok Airport,11,68.514999,112.480003
Bologna Guglielmo Marconi Airport,11,44.5354,11.2887
Analalava Airport,11,-14.629699707,47.7638015747
Nouadhibou International Airport,11,20.9330997467,-17.0300006866
Nanping Wuyishan Airport,11,27.7019,118.000999
Vila Bela da Santíssima Trindade Airport,11,-14.9942,-59.9458
Taplejung Airport,11,27.3509,87.69525
Long Apung Airport,10,1.704486,114.970297
Sishen Airport,10,-27.6485996246,22.9993000031
Tshimpi Airport,10,-5.7996101379,13.4404001236
Sintang(Susilo) Airport,10,0.0636190027,111.4729995728
McKellar-Sipes Regional Airport,10,35.599899,-88.915604
Duluth International Airport,10,46.8420982361,-92.1936035156
Panevėžys Air Base,10,55.7294006348,24.4608001709
Captain Rogelio Castillo National Airport,10,20.546,-100.887001
Miami International Airport,10,25.7931995392,-80.2906036377
Memorial Field,10,34.4780006409,-93.0961990356
Canarana Airport,10,-13.5744438171,-52.2705574036
Ouvéa Airport,10,-20.6406002045,166.5729980469
Western Neb. Rgnl/William B. Heilig Airport,10,41.87400055,-103.5960007
Markovo Airport,10,64.667,170.417007
Kyzyl Airport,10,51.6693992615,94.4005966187
Kamina Base Airport,10,-8.6420202255,25.2528991699
Dryden Regional Airport,10,49.831699,-92.744202
Limoges Airport,10,45.8628005981,1.1794400215
Lawson Army Air Field (Fort Benning),10,32.3372993469,-84.9913024902
Alice Springs Airport,10,-23.8066997528,133.9019927979
Coleman A. Young Municipal Airport,10,42.40919876,-83.00990295
Shimla Airport,10,31.0818,77.068001
Lamerd Airport,10,27.3726997375,53.1888008118
Phu Bai Airport,10,16.4015007019,107.70300293
Yeosu Airport,10,34.842300415,127.6169967651
Waterford Airport,10,52.1871986389,-7.0869598389
Allah Valley Airport,10,6.3668198586,124.7509994507
Oradea International Airport,10,47.0252990723,21.9025001526
Plymouth City Airport,10,50.422798,-4.10583
Lake Tahoe Airport,10,38.893901825,-119.9950027466
Propriano Airport,10,41.6605987549,8.889749527
Bournemouth Airport,10,50.7799987793,-1.8424999714
Dallas Love Field,10,32.847099,-96.851799
Bachigualato Federal International Airport,10,24.7644996643,-107.474998474
King Fahd International Airport,10,26.471200943,49.7979011536
Dimapur Airport,10,25.8838996887,93.7711029053
Spring Point Airport,10,22.4417991638,-73.9709014893
Roscommon County - Blodgett Memorial Airport,10,44.359798,-84.671095
Ust-Nera Airport,10,64.5500030518,143.1150054932
Tours-Val-de-Loire Airport,10,47.4322013855,0.7276059985000001
Kayes Dag Dag Airport,10,14.4812002182,-11.4043998718
Broome International Airport,10,-17.9447002411,122.2320022583
Powell River Airport,10,49.8342018127,-124.5
Khost Airport,10,33.3334007263,69.952003479
Morrisville Stowe State Airport,10,44.5345993042,-72.6139984131
Nanaimo Harbour Water Airport,10,49.1833000183,-123.949996948
Cabo Frio Airport,10,-22.9216995239,-42.0742988586
Mono Airport,10,-7.4169402122,155.5650024414
Eastern Slopes Regional Airport,10,43.9911003113,-70.9478988647
Halliburton Field,10,34.47090149,-97.9598999
Sisimiut Airport,10,66.9513015747,-53.7293014526
Cape Newenham LRRS Airport,10,58.6464004517,-162.06300354
Putao Airport,10,27.3299007416,97.4263000488
Page Field,10,26.58659935,-81.8632965088
Coulter Field,10,30.7157001495,-96.3313980103
Huahine-Fare Airport,10,-16.6872005463,-151.0220031738
Hays Regional Airport,10,38.84220123,-99.27320099
Bagan Airport,10,21.1788005829,94.9301986694
Novo Progresso Airport,10,-7.125833,-55.400833
Al Najaf International Airport,10,31.989853,44.404317
Valence-Chabeuil Airport,10,44.9216,4.9699
Tres Esquinas Air Base,10,0.7459,-75.234
Leirin Airport,10,61.0155982971,9.2880601883
Al Qaisumah/Hafr Al Batin Airport,10,28.335199,46.125099
Greater Cumberland Regional Airport,10,39.615398407,-78.7609024048
Mackay Airport,10,-21.1716995239,149.179992676
Fort Worth Meacham International Airport,10,32.819801,-97.362396
Southeast Iowa Regional Airport,10,40.7831993103,-91.12550354
Akutan Seaplane Base,10,54.1337704415,-165.778895617
Grafton Airport,10,-29.7593994141,153.0299987793
Kotlik Airport,10,63.0306015015,-163.533004761
Calbayog Airport,10,12.0726995468,124.5449981689
Nikolski Air Station,10,52.9416007996,-168.8489990234
Gwaunaru'u Airport,10,-8.70257,160.682007
Ghat Airport,10,25.1455993652,10.1426000595
Nzagi Airport,10,-7.7169399261,21.3582000732
Spangdahlem Air Base,10,49.9726982117,6.6925001144
Aurukun Airport,10,-13.354067,141.72065
Dix-Sept Rosado Airport,10,-5.2019200325,-37.3642997742
Minchumina Airport,10,63.886002,-152.302002
Warren Field,10,35.5704994202,-77.0497970581
Denver International Airport,10,39.8616981506,-104.672996521
Arenal Airport,10,10.478,-84.634499
Île des Pins Airport,10,-22.5888996124,167.4559936523
Tinian International Airport,10,14.9991998672,145.6190032959
Johnson County Executive Airport,10,38.84759903,-94.73760223
Bhojpur Airport,10,27.1473999023,87.0507965088
Shinyanga Airport,10,-3.6093,33.5035
Husein Sastranegara International Airport,10,-6.9006299973,107.5759963989
Kirkwall Airport,10,58.9578018188,-2.9049999714
Nellis Air Force Base,10,36.2361984253,-115.033996582
Zielona Góra-Babimost Airport,10,52.1385002136,15.7986001968
João Paulo II Airport,10,37.7411994934,-25.6979007721
Minot Air Force Base,10,48.4156,-101.358002
Vadsø Airport,10,70.0652999878,29.8446998596
Alicante International Airport,10,38.2821998596,-0.5581560135
Yingkou Lanqi Airport,10,40.542524,122.3586
Yariguíes Airport,10,7.02433,-73.8068
Al Minhad Air Base,10,25.0268001556,55.3661994934
Uşak Airport,10,38.6814994812,29.4717006683
Cooinda Airport,10,-12.9033002853,132.5319976807
Mucuri Airport,10,-18.0489006042,-39.864200592
Guangyuan Airport,10,32.3911018372,105.702003479
Mid Delta Regional Airport,10,33.4828987122,-90.9856033325
Shahbaz Air Base,10,28.2842006683,68.4496994019
Cortez Municipal Airport,10,37.3030014038,-108.627998352
Capitan FAP Pedro Canga Rodriguez Airport,10,-3.5525300503,-80.381401062
Tête-à-la-Baleine Airport,10,50.6744003296,-59.3835983276
Islita Airport,10,9.8561096191,-85.3707962036
Mineralnyye Vody Airport,10,44.2251014709,43.0819015503
Sainte Marie Airport,10,-17.0939006805,49.8157997131
Gabala International Airport,10,40.826667,47.7125
Maio Airport,10,15.1559000015,-23.2136993408
Minot International Airport,10,48.2593994141,-101.2799987793
Clinton Municipal Airport,10,41.8311004639,-90.3291015625
Linz Hörsching Airport,10,48.2332,14.1875
Tucson International Airport,10,32.1161003113,-110.9410018921
Waterkloof Air Force Base,10,-25.8299999237,28.2224998474
Liuting Airport,10,36.2661018372,120.374000549
Lockhart River Airport,10,-12.7869,143.304993
Iki Airport,10,33.7490005493,129.785003662
Kilwa Masoko Airport,10,-8.91123,39.508619
Palacios Municipal Airport,10,28.7275009155,-96.2509994507
Half Moon Bay Airport,10,37.5134010315,-122.500999451
Ramstein Air Base,10,49.4369010925,7.600279808
Babanakira Airport,10,-9.7475004196,159.8390045166
Jodhpur Airport,10,26.2511005402,73.0488967896
Yamaguchi Ube Airport,10,33.9300003052,131.279006958
Cozumel International Airport,10,20.5223999023,-86.9255981445
Morristown Municipal Airport,10,40.7994003296,-74.4149017334
Chios Island National Airport,10,38.3432006836,26.1406002045
Columbia Regional Airport,10,38.8180999756,-92.2195968628
Catalina Airport,10,33.4049,-118.416
Borlange Airport,10,60.422000885,15.5151996613
Paris-Le Bourget Airport,10,48.9693984985,2.4413900375
Kubin Airport,10,-10.2250003815,142.218002319
Longjia Airport,10,43.9962005615,125.684997559
Richmond Airport,10,-20.7019004822,143.1150054932
Yandina Airport,10,-9.092816,159.21841
Rugao Air Base,10,32.2578849792,120.5016555786
Chuuk International Airport,10,7.4618701935,151.8430023193
Sancti Spiritus Airport,10,21.9704,-79.442703
Tunis Carthage International Airport,10,36.8510017395,10.2271995544
Tiksi Airport,10,71.6977005005,128.9029998779
Bob Hope Airport,10,34.2006988525,-118.3590011597
Thandwe Airport,10,18.4606990814,94.3001022339
Sam Ratulangi Airport,10,1.5492600203,124.9260025024
Wick Airport,10,58.4589004517,-3.0930600166
Spichenkovo Airport,10,53.811401,86.877197
Mörön Airport,10,49.6632995605,100.0989990234
Aviano Air Base,10,46.031898,12.596503
Liping Airport,10,26.32217,109.1499
Pangkal Pinang (Depati Amir) Airport,10,-2.1621999741,106.138999939
Lake Manyara Airport,10,-3.3763101101,35.8182983398
Iskandar Airport,10,-2.7051999569,111.672996521
Aalborg Airport,10,57.0927589138,9.8492431641
Santa Bárbara de Barinas Airport,10,7.8035140038,-71.1657180786
Presidente Castro Pinto International Airport,10,-7.1458330154,-34.9486122131
Ioannina Airport,10,39.6963996887,20.8225002289
Solomon Airport,10,-22.2554,117.7627
Akanu Ibiam International Airport,10,6.4742698669,7.5619602203
Lukla Airport,10,27.6868991852,86.7296981812
Sarzana-Luni Air Base,10,44.088001,9.98795
Nakashibetsu Airport,10,43.5774993896,144.960006714
Barnstable Municipal Boardman Polando Field,10,41.66930008,-70.28040314
Janakpur Airport,10,26.7087993622,85.9224014282
Idaho Falls Regional Airport,10,43.514599,-112.070999
Cape Lisburne LRRS Airport,10,68.87509918,-166.1100006
Addison Airport,10,32.9686012268,-96.8364028931
Cicia Airport,10,-17.7432994843,-179.341995239
Grand Forks International Airport,10,47.949299,-97.176102
Bharatpur Airport,10,27.678101,84.429398
Alberto Alcolumbre Airport,10,0.0506640002,-51.0722007751
Mariana Grajales Airport,10,20.0853004456,-75.1583023071
Naga Airport,10,13.5848999023,123.2699966431
Bedourie Airport,10,-24.3460998535,139.4600067139
Taichung Airport,10,24.1863002777,120.6539993286
Dalaman International Airport,10,36.7131004333,28.7924995422
Penza Airport,10,53.1105995178,45.0210990906
Memphis International Airport,10,35.0424003601,-89.9766998291
Normans Cay Airport,10,24.5942993164,-76.8201980591
Gävle Sandviken Airport,10,60.5932998657,16.9514007568
Dourados Airport,10,-22.2019,-54.926601
Lake Evella Airport,10,-12.4989004135,135.8059997559
Gerardo Tobar López Airport,10,3.81963,-76.9898
Hrodna Airport,10,53.6020011902,24.0538005829
Playa Samara/Carrillo Airport,10,9.8705101013,-85.4813995361
Crotone Airport,10,38.9972,17.0802
Avalon Airport,10,-38.039398,144.468994
Mysore Airport,10,12.23,76.655833
Ukiah Municipal Airport,10,39.1259994507,-123.2009963989
Bisbee Douglas International Airport,10,31.4689998627,-109.603996277
Virac Airport,10,13.5763998032,124.2060012817
Ua Huka Airport,10,-8.93611,-139.552002
Uytash Airport,10,42.8167991638,47.6523017883
Porto Amboim Airport,10,-10.7220001221,13.7655000687
Eastmain River Airport,10,52.226398468,-78.5224990845
Carauari Airport,10,-4.8715200424,-66.8974990845
Rzeszów-Jasionka Airport,10,50.1100006104,22.0189990997
Gbangbatok Airport,10,7.7670001984,-12.3830003738
Norman Y. Mineta San Jose International Airport,10,37.362598,-121.929001
Sukhumi Dranda Airport,10,42.8582000732,41.1281013489
Nyagan Airport,10,62.110001,65.614998
Faya Largeau Airport,10,17.9171009064,19.1110992432
Pune Airport,10,18.5820999146,73.9197006226
Seronera Airport,10,-2.45806,34.822498
Carlos Manuel de Cespedes Airport,10,20.3964004517,-76.6213989258
Cengiz Topel Airport,10,40.7350006104,30.0832996368
Mariscal Sucre International Airport,10,-0.1291666667,-78.3575
Kota Airport,10,25.160200119,75.8455963135
Pocono Mountains Municipal Airport,10,41.137503,-75.378897
Charlotte Amalie Harbor Seaplane Base,10,18.3386001587,-64.9406967163
Kongiganak Airport,10,59.9608001709,-162.880996704
Malindi Airport,10,-3.2293100357,40.1016998291
Chinggis Khaan International Airport,10,47.843102,106.766998
Tanah Merah Airport,10,-6.099219799,140.2980041504
Leros Airport,10,37.184898,26.800301
Glasgow Municipal Airport,10,37.03179932,-85.9536972
Rijeka Airport,10,45.2168998718,14.5703001022
Ronald Reagan Washington National Airport,10,38.8521,-77.037697
Oshima Airport,10,34.7820014954,139.36000061
Orán Airport,10,-23.1527996063,-64.3292007446
Francisco Bangoy International Airport,10,7.1255202293,125.6460037231
Cadjehoun Airport,10,6.3572301865,2.3843500614
Lawton Fort Sill Regional Airport,10,34.5676994324,-98.4166030884
Parry Sound Area Municipal Airport,10,45.2575,-79.829697
Touat Cheikh Sidi Mohamed Belkebir Airport,10,27.837600708,-0.1864140034
Hefei Luogang International Airport,10,31.7800006866,117.297996521
Campo Fontenelle Airport,10,-21.9846000671,-47.3348007202
Juruena Airport,10,-10.3058328629,-58.4894447327
Futaleufú Airport,10,-43.189201355,-71.8510971069
Norfolk Island International Airport,10,-29.0415992737,167.9389953613
Brest Airport,10,52.108299,23.8981
Presidente Prudente Airport,10,-22.1751003265,-51.4245986938
Nîmes-Arles-Camargue Airport,10,43.7574005127,4.4163498878
Purdue University Airport,10,40.4123001099,-86.9368972778
Batuna Aerodrome,10,-8.562027777800001,158.119305556
Muskegon County Airport,10,43.16949844,-86.23819733
Mc Entire Joint National Guard Base,10,33.92079926,-80.80130005
Presidente Nicolau Lobato International Airport,10,-8.5464000702,125.526000977
Aleknagik / New Airport,10,59.2826004028,-158.617996216
Tiruchirapally Civil Airport Airport,10,10.7653999329,78.7097015381
Sebring Regional Airport,10,27.45639992,-81.3423996
Düsseldorf Airport,10,51.289501,6.76678
Keflavik International Airport,10,63.9850006104,-22.6056003571
Bukavu Kavumu Airport,10,-2.3089799881,28.8087997437
Emmen Air Base,10,47.092444,8.305184
Lycksele Airport,10,64.5483016968,18.7161998749
Thumrait Air Base,10,17.6660003662,54.0246009827
Mahdia Airport,10,5.277490139,-59.1511001587
Hudiksvall Airport,10,61.7681007385,17.0806999207
Marina Di Campo Airport,10,42.7603,10.2394
Chapleau Airport,10,47.8199996948,-83.3467025757
Amman-Marka International Airport,10,31.972700119,35.9916000366
Villa Dolores Airport,10,-31.9451999664,-65.1463012695
Sodankyla Airport,10,67.3949966431,26.6191005707
Broken Hill Airport,10,-32.0013999939,141.472000122
Cincinnati Municipal Airport Lunken Field,10,39.10329819,-84.41860199
Kodiak Airport,10,57.75,-152.4940033
Takhli Airport,10,15.277299881,100.29599762
Moulay Ali Cherif Airport,10,31.9475002289,-4.3983302116
Abel Santamaria Airport,10,22.4922008514,-79.9436035156
Namlea Airport,10,-3.2355699539,127.0999984741
JAGS McCartney International Airport,10,21.4444999695,-71.1423034668
Busselton Regional Airport,10,-33.6884231567,115.401596069
Shute Harbour Airport,10,-20.277221,148.755556
Greater Rochester International Airport,10,43.1189002991,-77.6724014282
Chippewa County International Airport,10,46.2508010864,-84.4723968506
Vadodara Airport,10,22.336201,73.226303
Weeze Airport,10,51.6024017334,6.1421699524
Yuanmou Air Base,10,25.7374992371,101.8820037842
RAF Lyneham,10,51.5051,-1.99343
Chris Hadfield Airport,10,42.9994010925,-82.3088989258
Blida Airport,10,36.5036010742,2.8141698837
Thorshofn Airport,10,66.21849823,-15.3355998993
Tonghua Sanyuanpu Airport,10,42.2538888889,125.703333333
Biała Podlaska Airfield,10,52.00078,23.1325278
La Nubia Airport,10,5.0296,-75.4647
Trivandrum International Airport,10,8.4821195602,76.9200973511
